A	B	GO_BMA	A_name	B_name
hsa05206	hsa05163	0.936	MicroRNAs in cancer	Human cytomegalovirus infection
hsa05206	hsa05165	0.947	MicroRNAs in cancer	Human papillomavirus infection
hsa05206	hsa05166	0.93	MicroRNAs in cancer	Human T-cell leukemia virus 1 infection
hsa05206	hsa05167	0.932	MicroRNAs in cancer	Kaposi sarcoma-associated herpesvirus infection
hsa05206	hsa05200	0.954	MicroRNAs in cancer	Pathways in cancer
hsa05206	hsa05203	0.93	MicroRNAs in cancer	Viral carcinogenesis
hsa05206	hsa05205	0.954	MicroRNAs in cancer	Proteoglycans in cancer
hsa05206	hsa05207	0.926	MicroRNAs in cancer	Chemical carcinogenesis - receptor activation
hsa05206	hsa05215	0.934	MicroRNAs in cancer	Prostate cancer
hsa05206	hsa05224	0.935	MicroRNAs in cancer	Breast cancer
hsa05206	hsa05225	0.93	MicroRNAs in cancer	Hepatocellular carcinoma
hsa05206	hsa05226	0.932	MicroRNAs in cancer	Gastric cancer
hsa05206	hsa05418	0.932	MicroRNAs in cancer	Fluid shear stress and atherosclerosis
hsa05207	hsa04010	0.937	Chemical carcinogenesis - receptor activation	MAPK signaling pathway
hsa05207	hsa04014	0.928	Chemical carcinogenesis - receptor activation	Ras signaling pathway
hsa05207	hsa04062	0.922	Chemical carcinogenesis - receptor activation	Chemokine signaling pathway
hsa05207	hsa04151	0.938	Chemical carcinogenesis - receptor activation	PI3K-Akt signaling pathway
hsa05207	hsa04915	0.929	Chemical carcinogenesis - receptor activation	Estrogen signaling pathway
hsa05207	hsa04926	0.927	Chemical carcinogenesis - receptor activation	Relaxin signaling pathway
hsa05207	hsa04935	0.927	Chemical carcinogenesis - receptor activation	Growth hormone synthesis, secretion and action
hsa05207	hsa05161	0.93	Chemical carcinogenesis - receptor activation	Hepatitis B
hsa05207	hsa05163	0.934	Chemical carcinogenesis - receptor activation	Human cytomegalovirus infection
hsa05207	hsa05165	0.924	Chemical carcinogenesis - receptor activation	Human papillomavirus infection
hsa05207	hsa05166	0.922	Chemical carcinogenesis - receptor activation	Human T-cell leukemia virus 1 infection
hsa05207	hsa05167	0.926	Chemical carcinogenesis - receptor activation	Kaposi sarcoma-associated herpesvirus infection
hsa05207	hsa05200	0.942	Chemical carcinogenesis - receptor activation	Pathways in cancer
hsa05207	hsa05205	0.928	Chemical carcinogenesis - receptor activation	Proteoglycans in cancer
hsa05207	hsa05206	0.926	Chemical carcinogenesis - receptor activation	MicroRNAs in cancer
hsa05207	hsa05215	0.932	Chemical carcinogenesis - receptor activation	Prostate cancer
hsa05207	hsa05224	0.928	Chemical carcinogenesis - receptor activation	Breast cancer
hsa05207	hsa05225	0.927	Chemical carcinogenesis - receptor activation	Hepatocellular carcinoma
hsa05207	hsa05226	0.923	Chemical carcinogenesis - receptor activation	Gastric cancer
hsa05207	hsa05417	0.927	Chemical carcinogenesis - receptor activation	Lipid and atherosclerosis
hsa05207	hsa05418	0.928	Chemical carcinogenesis - receptor activation	Fluid shear stress and atherosclerosis
hsa05208	hsa04010	0.904	Chemical carcinogenesis - reactive oxygen species	MAPK signaling pathway
hsa05208	hsa04014	0.906	Chemical carcinogenesis - reactive oxygen species	Ras signaling pathway
hsa05208	hsa04062	0.897	Chemical carcinogenesis - reactive oxygen species	Chemokine signaling pathway
hsa05208	hsa04510	0.895	Chemical carcinogenesis - reactive oxygen species	Focal adhesion
hsa05208	hsa04714	0.898	Chemical carcinogenesis - reactive oxygen species	Thermogenesis
hsa05208	hsa04926	0.896	Chemical carcinogenesis - reactive oxygen species	Relaxin signaling pathway
hsa05208	hsa04932	0.928	Chemical carcinogenesis - reactive oxygen species	Non-alcoholic fatty liver disease
hsa05208	hsa05010	0.912	Chemical carcinogenesis - reactive oxygen species	Alzheimer disease
hsa05208	hsa05012	0.9	Chemical carcinogenesis - reactive oxygen species	Parkinson disease
hsa05208	hsa05014	0.899	Chemical carcinogenesis - reactive oxygen species	Amyotrophic lateral sclerosis
hsa05208	hsa05016	0.896	Chemical carcinogenesis - reactive oxygen species	Huntington disease
hsa05208	hsa05020	0.917	Chemical carcinogenesis - reactive oxygen species	Prion disease
hsa05208	hsa05022	0.904	Chemical carcinogenesis - reactive oxygen species	Pathways of neurodegeneration - multiple diseases
hsa05208	hsa05163	0.901	Chemical carcinogenesis - reactive oxygen species	Human cytomegalovirus infection
hsa05208	hsa05200	0.912	Chemical carcinogenesis - reactive oxygen species	Pathways in cancer
hsa05208	hsa05207	0.915	Chemical carcinogenesis - reactive oxygen species	Chemical carcinogenesis - receptor activation
hsa05208	hsa05225	0.901	Chemical carcinogenesis - reactive oxygen species	Hepatocellular carcinoma
hsa05208	hsa05415	0.93	Chemical carcinogenesis - reactive oxygen species	Diabetic cardiomyopathy
hsa05208	hsa05417	0.912	Chemical carcinogenesis - reactive oxygen species	Lipid and atherosclerosis
hsa05208	hsa05418	0.915	Chemical carcinogenesis - reactive oxygen species	Fluid shear stress and atherosclerosis
hsa05210	hsa04012	0.947	Colorectal cancer	ErbB signaling pathway
hsa05210	hsa04068	0.943	Colorectal cancer	FoxO signaling pathway
hsa05210	hsa04218	0.933	Colorectal cancer	Cellular senescence
hsa05210	hsa04550	0.944	Colorectal cancer	Signaling pathways regulating pluripotency of stem cells
hsa05210	hsa04722	0.942	Colorectal cancer	Neurotrophin signaling pathway
hsa05210	hsa04933	0.938	Colorectal cancer	AGE-RAGE signaling pathway in diabetic complications
hsa05210	hsa05160	0.94	Colorectal cancer	Hepatitis C
hsa05210	hsa05161	0.952	Colorectal cancer	Hepatitis B
hsa05210	hsa05167	0.935	Colorectal cancer	Kaposi sarcoma-associated herpesvirus infection
hsa05210	hsa05211	0.94	Colorectal cancer	Renal cell carcinoma
hsa05210	hsa05212	0.972	Colorectal cancer	Pancreatic cancer
hsa05210	hsa05213	0.961	Colorectal cancer	Endometrial cancer
hsa05210	hsa05214	0.936	Colorectal cancer	Glioma
hsa05210	hsa05215	0.949	Colorectal cancer	Prostate cancer
hsa05210	hsa05218	0.937	Colorectal cancer	Melanoma
hsa05210	hsa05220	0.956	Colorectal cancer	Chronic myeloid leukemia
hsa05210	hsa05223	0.944	Colorectal cancer	Non-small cell lung cancer
hsa05210	hsa05224	0.954	Colorectal cancer	Breast cancer
hsa05210	hsa05225	0.951	Colorectal cancer	Hepatocellular carcinoma
hsa05210	hsa05226	0.965	Colorectal cancer	Gastric cancer
hsa05211	hsa04012	0.938	Renal cell carcinoma	ErbB signaling pathway
hsa05211	hsa04014	0.927	Renal cell carcinoma	Ras signaling pathway
hsa05211	hsa04066	0.927	Renal cell carcinoma	HIF-1 signaling pathway
hsa05211	hsa04068	0.933	Renal cell carcinoma	FoxO signaling pathway
hsa05211	hsa04660	0.924	Renal cell carcinoma	T cell receptor signaling pathway
hsa05211	hsa04722	0.93	Renal cell carcinoma	Neurotrophin signaling pathway
hsa05211	hsa04926	0.922	Renal cell carcinoma	Relaxin signaling pathway
hsa05211	hsa04933	0.926	Renal cell carcinoma	AGE-RAGE signaling pathway in diabetic complications
hsa05211	hsa05161	0.933	Renal cell carcinoma	Hepatitis B
hsa05211	hsa05210	0.94	Renal cell carcinoma	Colorectal cancer
hsa05211	hsa05212	0.949	Renal cell carcinoma	Pancreatic cancer
hsa05211	hsa05213	0.926	Renal cell carcinoma	Endometrial cancer
hsa05211	hsa05214	0.927	Renal cell carcinoma	Glioma
hsa05211	hsa05215	0.937	Renal cell carcinoma	Prostate cancer
hsa05211	hsa05218	0.936	Renal cell carcinoma	Melanoma
hsa05211	hsa05220	0.944	Renal cell carcinoma	Chronic myeloid leukemia
hsa05211	hsa05221	0.925	Renal cell carcinoma	Acute myeloid leukemia
hsa05211	hsa05223	0.93	Renal cell carcinoma	Non-small cell lung cancer
hsa05211	hsa05224	0.928	Renal cell carcinoma	Breast cancer
hsa05211	hsa05226	0.928	Renal cell carcinoma	Gastric cancer
hsa05212	hsa04012	0.941	Pancreatic cancer	ErbB signaling pathway
hsa05212	hsa04068	0.945	Pancreatic cancer	FoxO signaling pathway
hsa05212	hsa04218	0.939	Pancreatic cancer	Cellular senescence
hsa05212	hsa04380	0.938	Pancreatic cancer	Osteoclast differentiation
hsa05212	hsa04722	0.94	Pancreatic cancer	Neurotrophin signaling pathway
hsa05212	hsa04933	0.952	Pancreatic cancer	AGE-RAGE signaling pathway in diabetic complications
hsa05212	hsa05160	0.944	Pancreatic cancer	Hepatitis C
hsa05212	hsa05161	0.959	Pancreatic cancer	Hepatitis B
hsa05212	hsa05167	0.939	Pancreatic cancer	Kaposi sarcoma-associated herpesvirus infection
hsa05212	hsa05210	0.972	Pancreatic cancer	Colorectal cancer
hsa05212	hsa05211	0.949	Pancreatic cancer	Renal cell carcinoma
hsa05212	hsa05213	0.939	Pancreatic cancer	Endometrial cancer
hsa05212	hsa05214	0.941	Pancreatic cancer	Glioma
hsa05212	hsa05215	0.948	Pancreatic cancer	Prostate cancer
hsa05212	hsa05218	0.941	Pancreatic cancer	Melanoma
hsa05212	hsa05220	0.966	Pancreatic cancer	Chronic myeloid leukemia
hsa05212	hsa05223	0.951	Pancreatic cancer	Non-small cell lung cancer
hsa05212	hsa05224	0.945	Pancreatic cancer	Breast cancer
hsa05212	hsa05225	0.943	Pancreatic cancer	Hepatocellular carcinoma
hsa05212	hsa05226	0.953	Pancreatic cancer	Gastric cancer
hsa05213	hsa04012	0.954	Endometrial cancer	ErbB signaling pathway
hsa05213	hsa04550	0.927	Endometrial cancer	Signaling pathways regulating pluripotency of stem cells
hsa05213	hsa04660	0.93	Endometrial cancer	T cell receptor signaling pathway
hsa05213	hsa04722	0.94	Endometrial cancer	Neurotrophin signaling pathway
hsa05213	hsa04917	0.93	Endometrial cancer	Prolactin signaling pathway
hsa05213	hsa05160	0.938	Endometrial cancer	Hepatitis C
hsa05213	hsa05210	0.961	Endometrial cancer	Colorectal cancer
hsa05213	hsa05211	0.926	Endometrial cancer	Renal cell carcinoma
hsa05213	hsa05212	0.939	Endometrial cancer	Pancreatic cancer
hsa05213	hsa05214	0.951	Endometrial cancer	Glioma
hsa05213	hsa05215	0.953	Endometrial cancer	Prostate cancer
hsa05213	hsa05216	0.933	Endometrial cancer	Thyroid cancer
hsa05213	hsa05218	0.957	Endometrial cancer	Melanoma
hsa05213	hsa05220	0.941	Endometrial cancer	Chronic myeloid leukemia
hsa05213	hsa05221	0.943	Endometrial cancer	Acute myeloid leukemia
hsa05213	hsa05223	0.96	Endometrial cancer	Non-small cell lung cancer
hsa05213	hsa05224	0.95	Endometrial cancer	Breast cancer
hsa05213	hsa05225	0.933	Endometrial cancer	Hepatocellular carcinoma
hsa05213	hsa05226	0.942	Endometrial cancer	Gastric cancer
hsa05213	hsa05235	0.929	Endometrial cancer	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05214	hsa04012	0.959	Glioma	ErbB signaling pathway
hsa05214	hsa04014	0.934	Glioma	Ras signaling pathway
hsa05214	hsa04068	0.931	Glioma	FoxO signaling pathway
hsa05214	hsa04218	0.928	Glioma	Cellular senescence
hsa05214	hsa04660	0.927	Glioma	T cell receptor signaling pathway
hsa05214	hsa04722	0.95	Glioma	Neurotrophin signaling pathway
hsa05214	hsa04935	0.927	Glioma	Growth hormone synthesis, secretion and action
hsa05214	hsa05167	0.928	Glioma	Kaposi sarcoma-associated herpesvirus infection
hsa05214	hsa05210	0.936	Glioma	Colorectal cancer
hsa05214	hsa05212	0.941	Glioma	Pancreatic cancer
hsa05214	hsa05213	0.951	Glioma	Endometrial cancer
hsa05214	hsa05215	0.953	Glioma	Prostate cancer
hsa05214	hsa05218	0.973	Glioma	Melanoma
hsa05214	hsa05220	0.94	Glioma	Chronic myeloid leukemia
hsa05214	hsa05221	0.93	Glioma	Acute myeloid leukemia
hsa05214	hsa05223	0.959	Glioma	Non-small cell lung cancer
hsa05214	hsa05224	0.943	Glioma	Breast cancer
hsa05214	hsa05225	0.93	Glioma	Hepatocellular carcinoma
hsa05214	hsa05226	0.929	Glioma	Gastric cancer
hsa05214	hsa05235	0.935	Glioma	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05215	hsa04012	0.942	Prostate cancer	ErbB signaling pathway
hsa05215	hsa04068	0.947	Prostate cancer	FoxO signaling pathway
hsa05215	hsa04151	0.944	Prostate cancer	PI3K-Akt signaling pathway
hsa05215	hsa04550	0.937	Prostate cancer	Signaling pathways regulating pluripotency of stem cells
hsa05215	hsa04722	0.941	Prostate cancer	Neurotrophin signaling pathway
hsa05215	hsa05160	0.943	Prostate cancer	Hepatitis C
hsa05215	hsa05161	0.949	Prostate cancer	Hepatitis B
hsa05215	hsa05167	0.941	Prostate cancer	Kaposi sarcoma-associated herpesvirus infection
hsa05215	hsa05210	0.949	Prostate cancer	Colorectal cancer
hsa05215	hsa05211	0.937	Prostate cancer	Renal cell carcinoma
hsa05215	hsa05212	0.948	Prostate cancer	Pancreatic cancer
hsa05215	hsa05213	0.953	Prostate cancer	Endometrial cancer
hsa05215	hsa05214	0.953	Prostate cancer	Glioma
hsa05215	hsa05218	0.955	Prostate cancer	Melanoma
hsa05215	hsa05220	0.939	Prostate cancer	Chronic myeloid leukemia
hsa05215	hsa05221	0.937	Prostate cancer	Acute myeloid leukemia
hsa05215	hsa05223	0.943	Prostate cancer	Non-small cell lung cancer
hsa05215	hsa05224	0.954	Prostate cancer	Breast cancer
hsa05215	hsa05225	0.946	Prostate cancer	Hepatocellular carcinoma
hsa05215	hsa05226	0.949	Prostate cancer	Gastric cancer
hsa05215	hsa05418	0.937	Prostate cancer	Fluid shear stress and atherosclerosis
hsa05216	hsa04012	0.886	Thyroid cancer	ErbB signaling pathway
hsa05216	hsa04137	0.883	Thyroid cancer	Mitophagy - animal
hsa05216	hsa04550	0.883	Thyroid cancer	Signaling pathways regulating pluripotency of stem cells
hsa05216	hsa04722	0.886	Thyroid cancer	Neurotrophin signaling pathway
hsa05216	hsa05160	0.887	Thyroid cancer	Hepatitis C
hsa05216	hsa05161	0.884	Thyroid cancer	Hepatitis B
hsa05216	hsa05202	0.902	Thyroid cancer	Transcriptional misregulation in cancer
hsa05216	hsa05210	0.904	Thyroid cancer	Colorectal cancer
hsa05216	hsa05212	0.892	Thyroid cancer	Pancreatic cancer
hsa05216	hsa05213	0.933	Thyroid cancer	Endometrial cancer
hsa05216	hsa05214	0.89	Thyroid cancer	Glioma
hsa05216	hsa05215	0.896	Thyroid cancer	Prostate cancer
hsa05216	hsa05217	0.892	Thyroid cancer	Basal cell carcinoma
hsa05216	hsa05218	0.899	Thyroid cancer	Melanoma
hsa05216	hsa05219	0.908	Thyroid cancer	Bladder cancer
hsa05216	hsa05220	0.906	Thyroid cancer	Chronic myeloid leukemia
hsa05216	hsa05221	0.907	Thyroid cancer	Acute myeloid leukemia
hsa05216	hsa05223	0.916	Thyroid cancer	Non-small cell lung cancer
hsa05216	hsa05224	0.896	Thyroid cancer	Breast cancer
hsa05216	hsa05226	0.895	Thyroid cancer	Gastric cancer
hsa05217	hsa04310	0.931	Basal cell carcinoma	Wnt signaling pathway
hsa05217	hsa04340	0.899	Basal cell carcinoma	Hedgehog signaling pathway
hsa05217	hsa04390	0.934	Basal cell carcinoma	Hippo signaling pathway
hsa05217	hsa04550	0.929	Basal cell carcinoma	Signaling pathways regulating pluripotency of stem cells
hsa05217	hsa04916	0.917	Basal cell carcinoma	Melanogenesis
hsa05217	hsa04934	0.909	Basal cell carcinoma	Cushing syndrome
hsa05217	hsa05160	0.888	Basal cell carcinoma	Hepatitis C
hsa05217	hsa05200	0.887	Basal cell carcinoma	Pathways in cancer
hsa05217	hsa05202	0.903	Basal cell carcinoma	Transcriptional misregulation in cancer
hsa05217	hsa05205	0.886	Basal cell carcinoma	Proteoglycans in cancer
hsa05217	hsa05210	0.909	Basal cell carcinoma	Colorectal cancer
hsa05217	hsa05212	0.89	Basal cell carcinoma	Pancreatic cancer
hsa05217	hsa05213	0.91	Basal cell carcinoma	Endometrial cancer
hsa05217	hsa05216	0.892	Basal cell carcinoma	Thyroid cancer
hsa05217	hsa05218	0.891	Basal cell carcinoma	Melanoma
hsa05217	hsa05220	0.894	Basal cell carcinoma	Chronic myeloid leukemia
hsa05217	hsa05223	0.887	Basal cell carcinoma	Non-small cell lung cancer
hsa05217	hsa05224	0.936	Basal cell carcinoma	Breast cancer
hsa05217	hsa05225	0.916	Basal cell carcinoma	Hepatocellular carcinoma
hsa05217	hsa05226	0.936	Basal cell carcinoma	Gastric cancer
hsa05218	hsa04012	0.944	Melanoma	ErbB signaling pathway
hsa05218	hsa04014	0.93	Melanoma	Ras signaling pathway
hsa05218	hsa04068	0.928	Melanoma	FoxO signaling pathway
hsa05218	hsa04550	0.929	Melanoma	Signaling pathways regulating pluripotency of stem cells
hsa05218	hsa04722	0.933	Melanoma	Neurotrophin signaling pathway
hsa05218	hsa05160	0.926	Melanoma	Hepatitis C
hsa05218	hsa05210	0.937	Melanoma	Colorectal cancer
hsa05218	hsa05211	0.936	Melanoma	Renal cell carcinoma
hsa05218	hsa05212	0.941	Melanoma	Pancreatic cancer
hsa05218	hsa05213	0.957	Melanoma	Endometrial cancer
hsa05218	hsa05214	0.973	Melanoma	Glioma
hsa05218	hsa05215	0.955	Melanoma	Prostate cancer
hsa05218	hsa05219	0.933	Melanoma	Bladder cancer
hsa05218	hsa05220	0.944	Melanoma	Chronic myeloid leukemia
hsa05218	hsa05221	0.931	Melanoma	Acute myeloid leukemia
hsa05218	hsa05223	0.956	Melanoma	Non-small cell lung cancer
hsa05218	hsa05224	0.956	Melanoma	Breast cancer
hsa05218	hsa05225	0.928	Melanoma	Hepatocellular carcinoma
hsa05218	hsa05226	0.945	Melanoma	Gastric cancer
hsa05218	hsa05235	0.927	Melanoma	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05219	hsa04012	0.921	Bladder cancer	ErbB signaling pathway
hsa05219	hsa04115	0.903	Bladder cancer	p53 signaling pathway
hsa05219	hsa04510	0.899	Bladder cancer	Focal adhesion
hsa05219	hsa04926	0.906	Bladder cancer	Relaxin signaling pathway
hsa05219	hsa05160	0.9	Bladder cancer	Hepatitis C
hsa05219	hsa05161	0.905	Bladder cancer	Hepatitis B
hsa05219	hsa05202	0.903	Bladder cancer	Transcriptional misregulation in cancer
hsa05219	hsa05210	0.907	Bladder cancer	Colorectal cancer
hsa05219	hsa05211	0.901	Bladder cancer	Renal cell carcinoma
hsa05219	hsa05212	0.916	Bladder cancer	Pancreatic cancer
hsa05219	hsa05213	0.922	Bladder cancer	Endometrial cancer
hsa05219	hsa05214	0.917	Bladder cancer	Glioma
hsa05219	hsa05215	0.92	Bladder cancer	Prostate cancer
hsa05219	hsa05216	0.908	Bladder cancer	Thyroid cancer
hsa05219	hsa05218	0.933	Bladder cancer	Melanoma
hsa05219	hsa05220	0.915	Bladder cancer	Chronic myeloid leukemia
hsa05219	hsa05221	0.906	Bladder cancer	Acute myeloid leukemia
hsa05219	hsa05223	0.926	Bladder cancer	Non-small cell lung cancer
hsa05219	hsa05224	0.912	Bladder cancer	Breast cancer
hsa05219	hsa05226	0.908	Bladder cancer	Gastric cancer
hsa05220	hsa04012	0.939	Chronic myeloid leukemia	ErbB signaling pathway
hsa05220	hsa04068	0.945	Chronic myeloid leukemia	FoxO signaling pathway
hsa05220	hsa04110	0.931	Chronic myeloid leukemia	Cell cycle
hsa05220	hsa04218	0.94	Chronic myeloid leukemia	Cellular senescence
hsa05220	hsa04722	0.938	Chronic myeloid leukemia	Neurotrophin signaling pathway
hsa05220	hsa04933	0.938	Chronic myeloid leukemia	AGE-RAGE signaling pathway in diabetic complications
hsa05220	hsa05160	0.937	Chronic myeloid leukemia	Hepatitis C
hsa05220	hsa05161	0.953	Chronic myeloid leukemia	Hepatitis B
hsa05220	hsa05210	0.956	Chronic myeloid leukemia	Colorectal cancer
hsa05220	hsa05211	0.944	Chronic myeloid leukemia	Renal cell carcinoma
hsa05220	hsa05212	0.966	Chronic myeloid leukemia	Pancreatic cancer
hsa05220	hsa05213	0.941	Chronic myeloid leukemia	Endometrial cancer
hsa05220	hsa05214	0.94	Chronic myeloid leukemia	Glioma
hsa05220	hsa05215	0.939	Chronic myeloid leukemia	Prostate cancer
hsa05220	hsa05218	0.944	Chronic myeloid leukemia	Melanoma
hsa05220	hsa05221	0.942	Chronic myeloid leukemia	Acute myeloid leukemia
hsa05220	hsa05222	0.931	Chronic myeloid leukemia	Small cell lung cancer
hsa05220	hsa05223	0.948	Chronic myeloid leukemia	Non-small cell lung cancer
hsa05220	hsa05224	0.935	Chronic myeloid leukemia	Breast cancer
hsa05220	hsa05225	0.938	Chronic myeloid leukemia	Hepatocellular carcinoma
hsa05220	hsa05226	0.943	Chronic myeloid leukemia	Gastric cancer
hsa05221	hsa04012	0.941	Acute myeloid leukemia	ErbB signaling pathway
hsa05221	hsa04620	0.93	Acute myeloid leukemia	Toll-like receptor signaling pathway
hsa05221	hsa04630	0.928	Acute myeloid leukemia	JAK-STAT signaling pathway
hsa05221	hsa04660	0.935	Acute myeloid leukemia	T cell receptor signaling pathway
hsa05221	hsa04662	0.932	Acute myeloid leukemia	B cell receptor signaling pathway
hsa05221	hsa04722	0.929	Acute myeloid leukemia	Neurotrophin signaling pathway
hsa05221	hsa04917	0.943	Acute myeloid leukemia	Prolactin signaling pathway
hsa05221	hsa05160	0.931	Acute myeloid leukemia	Hepatitis C
hsa05221	hsa05161	0.93	Acute myeloid leukemia	Hepatitis B
hsa05221	hsa05210	0.93	Acute myeloid leukemia	Colorectal cancer
hsa05221	hsa05211	0.925	Acute myeloid leukemia	Renal cell carcinoma
hsa05221	hsa05212	0.934	Acute myeloid leukemia	Pancreatic cancer
hsa05221	hsa05213	0.943	Acute myeloid leukemia	Endometrial cancer
hsa05221	hsa05214	0.93	Acute myeloid leukemia	Glioma
hsa05221	hsa05215	0.937	Acute myeloid leukemia	Prostate cancer
hsa05221	hsa05218	0.931	Acute myeloid leukemia	Melanoma
hsa05221	hsa05220	0.942	Acute myeloid leukemia	Chronic myeloid leukemia
hsa05221	hsa05223	0.941	Acute myeloid leukemia	Non-small cell lung cancer
hsa05221	hsa05224	0.93	Acute myeloid leukemia	Breast cancer
hsa05221	hsa05235	0.946	Acute myeloid leukemia	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05222	hsa04151	0.919	Small cell lung cancer	PI3K-Akt signaling pathway
hsa05222	hsa04210	0.921	Small cell lung cancer	Apoptosis
hsa05222	hsa04510	0.926	Small cell lung cancer	Focal adhesion
hsa05222	hsa04668	0.922	Small cell lung cancer	TNF signaling pathway
hsa05222	hsa04933	0.92	Small cell lung cancer	AGE-RAGE signaling pathway in diabetic complications
hsa05222	hsa05135	0.922	Small cell lung cancer	Yersinia infection
hsa05222	hsa05160	0.927	Small cell lung cancer	Hepatitis C
hsa05222	hsa05161	0.934	Small cell lung cancer	Hepatitis B
hsa05222	hsa05162	0.923	Small cell lung cancer	Measles
hsa05222	hsa05165	0.917	Small cell lung cancer	Human papillomavirus infection
hsa05222	hsa05168	0.922	Small cell lung cancer	Herpes simplex virus 1 infection
hsa05222	hsa05169	0.919	Small cell lung cancer	Epstein-Barr virus infection
hsa05222	hsa05202	0.922	Small cell lung cancer	Transcriptional misregulation in cancer
hsa05222	hsa05212	0.926	Small cell lung cancer	Pancreatic cancer
hsa05222	hsa05213	0.917	Small cell lung cancer	Endometrial cancer
hsa05222	hsa05214	0.919	Small cell lung cancer	Glioma
hsa05222	hsa05215	0.928	Small cell lung cancer	Prostate cancer
hsa05222	hsa05218	0.92	Small cell lung cancer	Melanoma
hsa05222	hsa05220	0.931	Small cell lung cancer	Chronic myeloid leukemia
hsa05222	hsa05223	0.923	Small cell lung cancer	Non-small cell lung cancer
hsa05223	hsa04012	0.957	Non-small cell lung cancer	ErbB signaling pathway
hsa05223	hsa04068	0.927	Non-small cell lung cancer	FoxO signaling pathway
hsa05223	hsa04660	0.932	Non-small cell lung cancer	T cell receptor signaling pathway
hsa05223	hsa04722	0.941	Non-small cell lung cancer	Neurotrophin signaling pathway
hsa05223	hsa04917	0.935	Non-small cell lung cancer	Prolactin signaling pathway
hsa05223	hsa05160	0.941	Non-small cell lung cancer	Hepatitis C
hsa05223	hsa05161	0.939	Non-small cell lung cancer	Hepatitis B
hsa05223	hsa05210	0.944	Non-small cell lung cancer	Colorectal cancer
hsa05223	hsa05211	0.93	Non-small cell lung cancer	Renal cell carcinoma
hsa05223	hsa05212	0.951	Non-small cell lung cancer	Pancreatic cancer
hsa05223	hsa05213	0.96	Non-small cell lung cancer	Endometrial cancer
hsa05223	hsa05214	0.959	Non-small cell lung cancer	Glioma
hsa05223	hsa05215	0.943	Non-small cell lung cancer	Prostate cancer
hsa05223	hsa05218	0.956	Non-small cell lung cancer	Melanoma
hsa05223	hsa05220	0.948	Non-small cell lung cancer	Chronic myeloid leukemia
hsa05223	hsa05221	0.941	Non-small cell lung cancer	Acute myeloid leukemia
hsa05223	hsa05224	0.937	Non-small cell lung cancer	Breast cancer
hsa05223	hsa05225	0.928	Non-small cell lung cancer	Hepatocellular carcinoma
hsa05223	hsa05226	0.934	Non-small cell lung cancer	Gastric cancer
hsa05223	hsa05235	0.937	Non-small cell lung cancer	PD-L1 expression and PD-1 checkpoint pathway in cancer
hsa05224	hsa04012	0.941	Breast cancer	ErbB signaling pathway
hsa05224	hsa04068	0.939	Breast cancer	FoxO signaling pathway
hsa05224	hsa04151	0.941	Breast cancer	PI3K-Akt signaling pathway
hsa05224	hsa04310	0.947	Breast cancer	Wnt signaling pathway
hsa05224	hsa04390	0.941	Breast cancer	Hippo signaling pathway
hsa05224	hsa04550	0.963	Breast cancer	Signaling pathways regulating pluripotency of stem cells
hsa05224	hsa05160	0.939	Breast cancer	Hepatitis C
hsa05224	hsa05161	0.937	Breast cancer	Hepatitis B
hsa05224	hsa05165	0.943	Breast cancer	Human papillomavirus infection
hsa05224	hsa05200	0.942	Breast cancer	Pathways in cancer
hsa05224	hsa05205	0.945	Breast cancer	Proteoglycans in cancer
hsa05224	hsa05210	0.954	Breast cancer	Colorectal cancer
hsa05224	hsa05212	0.945	Breast cancer	Pancreatic cancer
hsa05224	hsa05213	0.95	Breast cancer	Endometrial cancer
hsa05224	hsa05214	0.943	Breast cancer	Glioma
hsa05224	hsa05215	0.954	Breast cancer	Prostate cancer
hsa05224	hsa05218	0.956	Breast cancer	Melanoma
hsa05224	hsa05223	0.937	Breast cancer	Non-small cell lung cancer
hsa05224	hsa05225	0.966	Breast cancer	Hepatocellular carcinoma
hsa05224	hsa05226	0.976	Breast cancer	Gastric cancer
hsa05225	hsa04068	0.937	Hepatocellular carcinoma	FoxO signaling pathway
hsa05225	hsa04218	0.934	Hepatocellular carcinoma	Cellular senescence
hsa05225	hsa04310	0.939	Hepatocellular carcinoma	Wnt signaling pathway
hsa05225	hsa04390	0.948	Hepatocellular carcinoma	Hippo signaling pathway
hsa05225	hsa04510	0.933	Hepatocellular carcinoma	Focal adhesion
hsa05225	hsa04550	0.948	Hepatocellular carcinoma	Signaling pathways regulating pluripotency of stem cells
hsa05225	hsa05160	0.931	Hepatocellular carcinoma	Hepatitis C
hsa05225	hsa05161	0.94	Hepatocellular carcinoma	Hepatitis B
hsa05225	hsa05165	0.939	Hepatocellular carcinoma	Human papillomavirus infection
hsa05225	hsa05166	0.937	Hepatocellular carcinoma	Human T-cell leukemia virus 1 infection
hsa05225	hsa05200	0.949	Hepatocellular carcinoma	Pathways in cancer
hsa05225	hsa05205	0.946	Hepatocellular carcinoma	Proteoglycans in cancer
hsa05225	hsa05210	0.951	Hepatocellular carcinoma	Colorectal cancer
hsa05225	hsa05212	0.943	Hepatocellular carcinoma	Pancreatic cancer
